date,text,hash_tags
2020-09-04,"Here’s my promise to you: If I have the honor of serving as the next commander in chief, I will ensure that our American heroes know that I will have their back and honor their sacrifice. Always. Jeffrey Goldberghttps://theatlantic.com/politics/archive/2020/09/trump-americans-who-died-at-war-are-losers-and-suckers/615997/…1.13.615.8",
2020-09-04,"Right now, classrooms should be humming with excitement for a new year and students’ hopes for their futures.Instead, many are silent and empty because President Trump didn’t do his job.America’s families are paying the price for his failures.8.91.77.9",
2020-09-04,"The President has a duty to set an example. Toluse OlorunnipaAt campaign event in Pa., Trump mocks Biden for wearing a mask (in accordance with public health guidelines for combating the pandemic): ""Did you ever see a man that likes a mask as much as him?""2.97.84.2",
2020-09-04,"It’s time we come together as a nation to heal and address the challenges we face. Tune in to our community conversation in Kenosha, Wisconsin:Joe BidenIt’s time we come together as a nation to heal and address the challenges we face. Tune in to our community conversation in Kenosha, Wisconsin:pscp.tv2.54.61.5",
2020-09-04,"Folks, today marks two months until Election Day. That means we have just two months to do everything we can to beat Donald Trump and restore the soul of this nation.Chip in to help us win in November:Chip in to elect Joe Biden and Kamala HarrisJoin us! Contribute today.secure.actblue.com2.33.21.2",
2020-09-04,"We need a president who will work to lower the temperature — not raise it. A president who will bring people together and find solutions to the challenges we face.That's what I went to Kenosha to do today, and it's what I'll do every day in the White House.4.49.34.6",
2020-09-04,This is our moment to root out systemic racism and ensure justice finally rings out for all in America.54.3 0:02 / 1:0036.72,
2020-09-04,"I've always believed we're at our best when we act as one America. It's time for us to come together, propel our nation across this turbulent threshold, and build a better future for all.5.71.37.6",
2020-09-05,"Mr. President, if you don’t respect our troops, you can’t lead them.746 0:03 / 0:503.610.126.2",
2020-09-05,"Now is not the time for a victory lap, Mr. President. Just because your wealthy friends and donors are doing well doesn't mean everyone else is.Get off the golf course. Call the leaders of Congress to the White House. And make a deal that delivers for working people.1.984",
2020-09-05,"The fact is we're more than six months into this pandemic, and:- 11.5 million Americans don't have their jobs back- Almost 30 million are on unemployment- We're down 720,000 manufacturing jobs- Nearly 1 in 6 small businesses have closed their doors1.56.12.9",
2020-09-05,Tune in as I discuss how our economic crisis has been worsened by President Trump's failure to get COVID-19 under control:Joe BidenTune in as I discuss how our economic crisis has been worsened by President Trump's failure to get COVID-19 under control:pscp.tv3.83.31,
2020-09-05,I'm grateful for everyone who found work in August and found that glimmer of hope — but there is real cause for concern in this morning's jobs report.The pace of job gains in August was slower than in July. And significantly slower than May or June.4.61.26.2,
2020-09-05,"Every day Donald Trump proves how morally unfit he is to lead our nation.In 60 days, we have to vote him out.Chip in to elect Joe Biden and Kamala HarrisJoin us! Contribute today.secure.actblue.com7.78.63.7",
2020-09-06,Be a patriot. Wear a mask.116 0:04 / 0:24129,
2020-09-06,The economy wasn’t working for folks long before this virus hit. That’s why  and I won’t just build back to the way things were — we’re going to build back better.We’re going to make sure everyone has a fair shot to get ahead.Build Back Better: Joe Biden’s Jobs and Economic Recovery Plan for Working Families | Joe Biden for...Joe Biden believes to his core that there’s no greater economic engine in the world than the hard work and ingenuity of the American people. Nobody has more respect for the working women and men who...joebiden.com4.76.72.4,
2020-09-06,"As president, I will:- Call for nationwide mask mandates- Implement widespread testing- Accelerate the development of treatments and vaccinesI’m ready to work on day one to contain the spread of this virus and get our country back on track.2.22.816.5",
2020-09-06,Our nation’s veterans speak for themselves.82.3 0:04 / 1:48525,
2020-09-06,"Mr. President, enough with the weekend golf trips and erratic tweets. It's time for you to get to work and control the spread of this virus. Kelly O'Donnell2.44.219.8",
2020-09-06,"Nicaraguan asylum seekers fleeing oppression deserve to have their cases heard. Instead, they’re being deported back into the tyrannical grip of Daniel Ortega without a chance to pursue their claims.President Trump’s cruelty truly knows no bounds. John HudsonMembers of Congress ask Trump to stop deporting Nicaraguan dissidents https://washingtonpost.com/world/members-of-congress-ask-trump-to-stop-deporting-nicaraguan-dissidents/2020/09/03/f3881d1e-ee45-11ea-ab4e-581edb849379_story.html…2.262.1",
2020-09-07,We know what President Trump thinks of our nation's veterans. Here is what they think of him.6.73.28.1,
2020-09-07,"We all want our schools to reopen — but we need to do it in a way that puts the health and safety of our students and educators first.Here's how  and I will reopen our schools safely and effectively:Joe Biden’s Roadmap to Reopening Schools Safely | Joe Biden for President: Official Campaign WebsiteEducators, students, and families have done an incredible job in difficult circumstances during this pandemic. Everyone wants schools to fully reopen for in-person instruction. Creating the conditi...joebiden.com2.16.22.3",
2020-09-07,It’s time we reward work — not just wealth.1.62.718.2,
2020-09-07,"Donald Trump promised to be ""the greatest jobs president God ever created.""But in reality, he's on track to become the first president in modern history to leave office with fewer jobs than when he entered.American workers can't take four more years of his failed leadership.1.32.310",
2020-09-07,"Today, we honor the generations of union workers who fought for the rights, power, wages, and benefits that built and sustained the great American middle class. .6 0:06 / 1:123.41.56.4",['#LaborDay88']
2020-09-07,We need to restore honor and decency to the White House.2.84.529.6,
2020-09-07,"Time and again, the president has refused to provide Puerto Rico with much-needed resources. He’s repeatedly insulted Puerto Ricans and this latest action is another example of his disrespect for the island. This ends when I’m elected president. José A. DelgadoRecurre el gobierno de Trump al Tribunal Supremo federal para evitar hacer vigente en Puerto Rico el programa de Seguridad de Ingreso Suplementario SSI.  https://elnuevodia.com/noticias/tribunales/notas/en-manos-del-tribunal-supremo-federal-el-programa-de-seguridad-de-ingreso-suplementario-para-puerto-rico/…2.88.43.3",
2020-09-08,"At our best, America has always been generous, kind, and optimistic. We treat each other with dignity, give hate no safe harbor, and leave no one behind.I believe we can be that nation once again.6.21.78.4",
2020-09-08,"For years, President Trump and Republicans have waged a war on America's labor unions. It will end on my watch.I'll sign the PRO Act — making it easier for workers to organize and collectively bargain — and be the strongest labor president workers have ever had.51.25.3",
2020-09-08,"It's not enough to just thank our essential workers — we need to pay them. As president, I’ll:- Raise the minimum wage to $15- End the tipped minimum wage- End the sub-minimum wage for people with disabilities- Ensure everyone has strong benefits9.32.915.4",
2020-09-08,"Mr. President — If you’re so good at making deals, then why does your trade deal cost American workers so much pain while letting China off the hook for its biggest trade abuses?82.6 0:03 / 3:085.31.75.4",
2020-09-08,The 40-hour workweekMinimum wageOvertime payHealth care Workplace safety protectionsThey’re all because of unions — and it’s time we recognize that.5.42.513.1,
2020-09-08,"Together, we can build a future that reflects working people’s courage and ambition. One that not only offers good jobs — but the dignity, equity, shared prosperity, and common purpose due to every American.Joe Biden and Richard Trumka: Put power back in workers’ handsAmid struggles, the labor movement faces an additional burden: a union-busting presidentpost-gazette.com1.64.31.6",
2020-09-08,"As president, I’ll make record investments in American industry and create millions of good-paying, union jobs.We’re going to make sure the future is made in America — and built by union workers.Build Back Better: Joe Biden’s Jobs and Economic Recovery Plan for Working Families | Joe Biden for...Joe Biden believes to his core that there’s no greater economic engine in the world than the hard work and ingenuity of the American people. Nobody has more respect for the working women and men who...joebiden.com2.94.71.6",
2020-09-08,Wall Street didn't build this country — the middle class did. And unions built the middle class.Donald Trump doesn't understand that. We need a president who does.8210.1,
2020-09-09,"A safe and effective COVID-19 vaccine could save countless lives. We need one as soon as possible.But while I see a vaccine as a product of science, President Trump sees it as a political tool.Politics should play no role in this. The Administration must answer the following:2.614.7",
2020-09-09,"3: What is the plan to allocate and distribute vaccines to Americans cost-free, safely, equitably, and without politics? President Trump should release a detailed distribution plan to ensure every American — not just the wealthy and well-connected — receives the vaccine.1.32.61.2",
2020-09-09,"1: What criteria will be used to ensure a vaccine meets the scientific standard of safety and efficacy?The FDA must clarify what criteria it will use, and President Trump must commit to respecting the independent judgment of the non-political professional staff at the FDA.5162.51.2",
2020-09-09,"Given his track record, no one can take Trump’s word alone on a COVID-19 vaccine. But with satisfactory answers to these questions, every American can have confidence in a safe and effective COVID-19 vaccine.Joe Biden for President: Official Campaign Website Statement by Joe Biden and Kamala Harris on...We are deeply grateful to scientists working around the clock to deliver a safe and effective COVID-19 vaccine as soon as possible. Their work has the potential to save countless lives. President...joebiden.com1.22.91.2",
2020-09-09,"2: Who will validate that the Administration’s decision to greenlight a COVID-19 vaccine is driven by science and not political motivation? We must hear uncensored statements on efficacy and safety from , the  vaccine advisory committee, and Dr. Fauci.5501.98.8",
2020-09-09,I can tell you few people know me as well as  and  do. Kamala Harris4.18.34.1,
2020-09-09,"Just months ago, Donald Trump was planning to allow oil and gas drilling off the coast of Florida. Now, with 56 days until the election, he conveniently says that he changed his mind. Unbelievable. You don't have to guess where I stand: I oppose new offshore drilling. Bloomberg PoliticsTrump likely to back extended offshore drilling ban near Florida https://trib.al/8fG5hm52.38.63.3",
2020-09-09,"Every single American worker deserves the chance to join a union. As president, I’ll strengthen our labor unions and ensure workers can bargain for the pay, benefits, and workplace protections they deserve.Plan to Strengthen Organized Labor and Collective Bargaining | Joe BidenStrong unions built the American middle class. That's why Joe Biden has an extensive plan for strengthening organized labor and collective bargaining.joebiden.com1.53.31.2",
2020-09-09,"On this feast day of Cuba’s patron saint la Virgen de la Caridad del Cobre, Jill and I pray that the love and compassion “Cachita” inspires will fill the hearts of Cubans and believers around the world.Joe Biden for President: Official Campaign Website Statement by Joe Biden on Feast Day of La Virgen...On this feast day of la Virgen de la Caridad del Cobre, Jill and I pray that the love and compassion “Cachita” inspires will fill the hearts of believers around the world. Like so many, our faith...joebiden.com24.61.5",
2020-09-09,"Unlike Donald Trump, I'll listen to the experts and heed their advice — especially when it comes to matters of health and safety.You should expect nothing less from your president.1.95.92.1",
2020-09-09,This economy may be working great for Donald Trump and his wealthy friends — but it's not working for the rest of America.It's time we change that.1.52.513,
2020-09-09,Donald Trump is incapable of providing the leadership this moment requires.2.63.220.7,
2020-09-10,"I got to meet Lou Brock back in March. I joked that I had really just come to St. Louis to see him—and let me tell you, our meeting was a real highlight. Lou was a true legend and a man of integrity. Jill and I are keeping his loved ones in our prayers during this difficult time.12.81.8",
2020-09-10,"Donald Trump knew that COVID-19 was dangerous. He knew it was deadly. And he purposely downplayed it.Now, nearly 200,000 Americans are dead.It’s unconscionable.7.52.76.8",
2020-09-10,"If Donald Trump had acted just two weeks earlier, 54,000 lives could have been spared in March and April alone. Instead, he downplayed the threat and refused to take action — costing lives and sending our economy into a tailspin.It’s an unjustifiable dereliction of duty.12.39.2",
2020-09-10,"Roberto Clemente was an incredible baseball player. He was a barrier breaker and a humanitarian. As he rose to fame, he lifted the Black and Latino communities with him.I may be a Phillies fan, but I’m always proud to honor the legacy of .Remembering Roberto Clemente as a Black man who fought against racial injusticePlayers around the MLB on Wednesday will be wearing No. 21 in honor of Roberto Clemente Day. Here's what you need to know about the Hall of Famer.latimes.com1.13.41.8",['#21']
2020-09-10,"I’m in Warren, Michigan, to discuss how a Biden-Harris administration will ensure the future is made in America — by America’s workers. Tune in now:Joe BidenI’m in Warren, Michigan, to discuss how a Biden-Harris administration will ensure the future is made in America — by America’s workers. Tune in now:pscp.tv3.43.51.3",
2020-09-10,"I promise you that if I’m elected, I’ll always tell you the truth.I’ll listen to the experts and do everything I can to contain this virus.And I’ll always put your health and safety first — no matter the political cost.22.814",
2020-09-10,"Donald Trump knew.He lied to us for months.And while a deadly disease ripped through our nation, he failed to do his job — on purpose.It was a life or death betrayal of the American people. The Washington PostBreaking: In recorded interview for Bob Woodward book, Trump said he knew coronavirus was ""deadly"" even as he publicly played down threat https://wapo.st/3bILLtZ  9.2413.2",
2020-09-10,You deserve a president who tells you the truth.5.46.438.9,
2020-09-11,Make no mistake: Climate change is already here — and we’re witnessing its devastating effects every single day. We have to get President Trump out of the White House and treat this crisis like the existential threat that it is.NowThis 4.27.82.4,
2020-09-11,How many more people have to suffer because of President Trump's lies?4.41.94.8,
2020-09-11,"The images coming out of California, Oregon, Washington, and other Western states are truly horrifying. If you’re in an impacted area, please heed the warnings from your local authorities and stay safe. Jill and I are keeping you all in our prayers. The New York TimesAn ominous orange glow has filled the sky over the Bay Area in Northern California as relentless wildfires rip through Western states. Here’s the latest: https://nyti.ms/35lrsSb2.48.13.8",
2020-09-11,"Donald Trump is holding a rally in Michigan today—while also refusing to fully fund their National Guard.These are frontline workers against COVID-19, responsible for testing and distributing food and medical supplies.Michiganders need a pandemic response—not a pep rally. Mark CavittNEW: President Trump denies Gov. Gretchen Whitmer’s request to fully fund Michigan National Guard for COVID-19 response. On Aug. 3 and 7, Trump imposed a 25% cost share for most states excluding Texas, California, Arizona, Connecticut, and Florida. Statement from Whitmer:2.712.9",
2020-09-11,Donald Trump said he didn't want to tell the truth and create a panic. So he did nothing and created a disaster.28.133.8,
2020-09-11,Donald Trump said he wanted to be a cheerleader for the country. We didn't need a cheerleader. We needed a president.1.73.522.7,
2020-09-11,"More than 1,000 people died from COVID yesterday. watched eight hours of TV.If I’m president, you might not always agree with me. But I promise you I will always show up and fight for you.6.83.48.8",
2020-09-12,"And now, as then, we owe it to them to come together as a nation — so that Americans can once again do what we did so bravely nineteen years ago: turn from tragedy to purpose, rebuild our lives, and begin, in time, to heal.5412.11.2",
2020-09-12,"Now, as then, our heroes are ordinary people doing extraordinary things: nurses and doctors; delivery drivers and grocery clerks; public transit workers and educators; regular Americans thrust into courageous acts of sacrifice and service.5272.11.2",
2020-09-12,"This year, we mark the anniversary of 9/11 in the midst of another crisis that compels us to summon the best of the American people in the face of unconscionable, inconceivable loss — a crisis that has already taken nearly 200,000 Americans.926522.5",
2020-09-12,"Nineteen years ago, our nation was tested by an unspeakable act of cowardice and hate. Nearly 3,000 lives were cut short: a once-unthinkable toll which tore open the hearts of Americans in every corner of the country.Joe Biden for President: Official Campaign Website Statement by Vice President Joe Biden on the...Nineteen years ago, our nation was tested by an unspeakable act of cowardice and hate. Nearly 3,000 lives were cut short on that God-awful September day: a once-unthinkable toll which tore open the...joebiden.com1.46.22.6",
2020-09-12,Always remember.113.3 0:04 / 0:104.11.611.2,
2020-09-12,"As a nation, we must never forget those we lost on 9/11 and the incredible bravery of our first responders. Though the wounds of that day will never fully heal, the spirit of Americans recovered as it always does — unbowed by the efforts of those who strike against it.2.89.24.2",
2020-09-13,You deserve a President and Vice President who will spend every minute of every day working to make your life better.I promise that’s exactly what  and I will do.2.63.117.1,
2020-09-13,"In a Biden-Harris administration, “Buy American” will be more than a slogan. We’re going to invest an additional $400 billion in purchasing American-made products and keep good-paying jobs here at home.The Biden Plan to Ensure the Future is “Made in All of America” by All of America’s Workers | Joe...Joe Biden will mobilize the talent, grit, and innovation of the American people and the full power of the federal government to bolster American industrial and technological strength and ensure the...joebiden.com6.38.62.9",
2020-09-13,"Iran’s cruel execution of Navid Afkari is a travesty. No country should arrest, torture, or execute peaceful protestors or activists. Iran must free its other political prisoners, including Nasrin Sotoudeh, and release unjustly detained Americans. IranHumanRights.orgWe condemn in the strongest terms the unlawful execution of , which demonstrates the Iranian judiciary’s complete disregard for law, justice and international standards of due process.  https://iranhumanrights.org/2020/09/execution-of-navid-afkari-irans-judiciary-is-a-tool-of-political-repression-and-violence-and-a-threat-to-the-people/…2.97.42.7","['#NavidAfkari', '#نوید_افکاری']"
2020-09-13,"I promise you that if I’m elected president, I’ll never forget what the job is about. It’s about you — the American people.33.9 0:02 / 0:574.47.82.5",
2020-09-13,Donald Trump and I have pretty different philosophies when it comes to giving our word. Mine means something. When I tell the American people I’m going to do something — I follow through.6.19.63.6,
2020-09-13,"As president, I’ll impose a tax penalty on companies that ship jobs overseas and sell products back to the U.S. — and I’ll create millions of good-paying jobs here at home.We’re going to make sure the future is made in America — by all of America's workers.5.57.62.7",
2020-09-13,"The science is clear, and deadly signs like the fires out West are unmistakable — climate change poses an existential threat to our way of life.We must act now to avoid a future defined by tragedies like the one American families are enduring today.Joe Biden for President: Official Campaign Website Statement by Vice President Joe Biden on the...As devastating wildfires continue to rage across California, Oregon, Washington, and throughout the West, Jill and I are keeping everyone affected by this disaster in our prayers. To the families who...joebiden.com4.172.4",
2020-09-14,"26 years ago today, the Violence Against Women Act became law. In the years since, it has saved countless lives and helped change the culture around sexual assault and domestic violence.Writing and championing the law remains one of my proudest accomplishments.2.16.72",
2020-09-14,I know we can beat Donald Trump and build this nation back better — but we need your help to do it. That's why we're launching our new Grassroots Fundraising Team.Sign up and help us win this November.Become a Grassroots Fundraiser for Joe Biden and Kamala HarrisSign up now to be a part of our campaign’s Grassroots Fundraising Team - just create your own personalized fundraising page to get started.joebiden.com3.14.81.5,
2020-09-14,"With each reauthorization, VAWA has become stronger.The latest bill—passed by the House last year—would close loopholes allowing abusers to obtain guns and extend protections for Native women.But Mitch McConnell refuses to bring it to the floor for a vote. It’s despicable.4642.91",
2020-09-14,"It's hard to believe, but Monday marks 50 days until Election Day. To kick off the final stretch,  and  are hosting a grassroots fundraiser.You won't want to miss this, folks. Chip in to reserve your spot:Chip in to attend our Grassroots FundraiserJoin us! Contribute today.secure.actblue.com2.43.71.2",
2020-09-14,"This cold-blooded shooting is unconscionable and the perpetrator must be brought to justice.Violence of any kind is wrong; those who commit it should be caught and punished.Jill and I are keeping the deputies and their loved ones in our hearts and praying for a full recovery. CNNTwo Los Angeles County Sheriff's Department deputies were shot and critically injured Saturday night, officials say. https://cnn.it/2GPTsmE1.92.18.7",
2020-09-14,"26 years ago today, the Senate passed 10-year bans on assault weapons and high-capacity magazines—it was an effort I was proud to champion.These bans saved lives, and Congress should have never let them expire.As president, I’ll take on the  and we’ll ban them once again.1.52.210.7",
2020-09-14,50 days.2.13.423.4,
2020-09-14,Weapons of war have no place in our communities.We need to ban assault weapons and high-capacity magazines.3.63.720.4,
2020-09-15,"., you know what’s actually threatening our suburbs?Wildfires. Floods. Hurricanes.We need to act on climate. Now.2.23.920.9",
2020-09-15,"This morning, parents all across the West — already worried about their kids being indoors because of COVID-19 — are now also waking up worried about their kids being outside.We need a president who takes climate change seriously.7.81.910.4",
2020-09-15,"The fact is, Iran is closer to a nuclear bomb today than it was when Donald Trump took office.Every day he’s in charge of our national security is another day our enemies are emboldened and the American people are at risk.Opinion: Joe Biden: There's a smarter way to be tough on IranWarning that Donald Trump's Iran policy ""is a dangerous failure"" that has worsened the threat to American security, Joe Biden spells out what he would do to contain Tehran and defend vital US...cnn.com8.51.13.7",
2020-09-15,"When Donald Trump thinks about climate change, he thinks “hoax.” I think “jobs.”Good paying, union jobs that put Americans to work building a stronger, more climate-resilient nation.The Biden Plan to Build a Modern, Sustainable Infrastructure and an Equitable Clean Energy Future |...At this moment of profound crisis, we have the opportunity to build a more resilient, sustainable economy – one that will put the United States on an irreversible path to achieve net-zero emissions,...joebiden.com4.413.9",
2020-09-15,"Folks, it all comes down to this. We have just 50 days until the most important election of our lifetimes.Make a plan to have your voice heard this November.I Will VoteBe a voter in the 2020 election.iwillvote.com4.18.43.1",
2020-09-15,"Science knows.‘I Don’t Think Science Knows, Actually’: Trump Dismisses Climate Science In California Wildfire...“It’ll start getting cooler, you just watch,"" the president said.forbes.com9.42.711.6",
2020-09-15,50 days until Election Day. 50 days to do everything we can to make Donald Trump a one-term president.Chip in to power our campaign through this final stretch:Chip in to elect Joe Biden and Kamala HarrisJoin us! Contribute today.secure.actblue.com2.84.11.4,
2020-09-15,Amy Poehler and  know a thing or two about  and  — and I can't wait to see what they have in store for tonight's grassroots fundraiser.Chip in now to reserve your ticket: https://joe.link/3iqquYu2.23.71.5,
2020-09-15,Climate change is the existential challenge that will define our future as a country. Tune in as I discuss the wildfires up and down the West Coast — and how I'll tackle the climate crisis head-on and create millions of good-paying jobs:Joe BidenClimate change is the existential challenge that will define our future as a country. Tune in as I discuss the wildfires up and down the West Coast — and how I'll tackle the climate crisis head-on...pscp.tv3.74.71.3,
2020-09-16,"Donald Trump not only suggested we sell or trade Puerto Rico — but he also left our fellow Americans without the resources they desperately needed after Hurricane Maria. It's unacceptable.As president, I'll support the island's full recovery and invest in its people and future.8.129.6",
2020-09-16,"Science will win. Scientific AmericanScientific American has never endorsed a presidential candidate in our 175-year history—until now. The 2020 election is literally a matter of life and death. We urge you to vote for health, science and Joe Biden for President.https://scientificamerican.com/article/scientific-american-endorses-joe-biden/…  5.31.911.7",
2020-09-16,"To be clear: I am not currently president. But if you chip in now, we can change that in November: https://joe.link/35LrCCJ Acyn TorabiThe President attempts to blame Joe Biden for not implementing a national mask mandate1.15.723.3",
2020-09-16,"The 16th Street Baptist Church bombing is a powerful reminder of our past and what remains at stake in this election. As we honor the memory of those four little girls, we must commit to defeating the poisonous ideology of white supremacy that lit the fuse 57 years ago.2.37.73.1",
2020-09-16,"Hispanic Heritage Month is a reminder of the strength we draw as a nation from our immigrant roots. No matter where your family came from, we're here because we all share the same ideals. That's the story of America — and it is well worth celebrating.Joe Biden for President: Official Campaign Website Statement by Vice President Joe Biden on...Hispanic Heritage Month honors what is best in our democracy: our diversity, our traditions that are shaped and strengthened by people from every part of the world, and the rich Hispanic culture that...joebiden.com1.43.61.2",
2020-09-16,"For months, President Trump has failed to provide desperately needed fiscal relief to our state and local governments — and we’re seeing the consequences every day.Our students and educators deserve better.As president, I’ll make sure they always have the resources they need. WNEPEMPLOYEES FURLOUGHED: The Scranton School Board voted to furlough over 200 employees. https://wnep.com/article/news/local/lackawanna-county/scranton-school-board-votes-to-furlough-over-200-employees/523-e393253b-91bd-4fba-9d7b-ac92d60dade8…24.51.6",
2020-09-16,"The most sacred obligation of our government is to do right by those who defend our nation at war. I’m in Tampa, Florida, to hear from veterans and to discuss how I’ll honor that promise as president. Tune in:Joe BidenThe most sacred obligation of our government is to do right by those who defend our nation at war. I’m in Tampa, Florida, to hear from veterans and to discuss how I’ll honor that promise as preside...pscp.tv2.13.81.2",
2020-09-16,Today marks the official start of Hispanic Heritage Month. Tune in as we kick off our celebration from Florida:Joe BidenToday marks the official start of Hispanic Heritage Month. Tune in as we kick off our celebration from Florida:pscp.tv1.83.31.1,
2020-09-16,"I believe that every American deserves a fair shot to get ahead and a government that treats them equally. But that hasn't been the case for the people of Puerto Rico. Today, I'm releasing my new plan to change that:The Biden-Harris Plan For Recovery, Renewal and Respect for Puerto Rico | Joe Biden for President:...Joe Biden believes that Puerto Rico, and the more than 3 million American citizens who call it home, deserve to be treated with dignity and respect. Whether you live in Reading, Pennsylvania;...joebiden.com1.66.42.1",
2020-09-16,"As we celebrate the Independence Day of Costa Rica, Guatemala, El Salvador, Honduras and Nicaragua, we must affirm the democratic aspirations and human rights of people across Latin America.I'll always fight for democracy and for those who come to America seeking a better life.2.56.22.6",
2020-09-17,We can’t allow the Good Friday Agreement that brought peace to Northern Ireland to become a casualty of Brexit.Any trade deal between the U.S. and U.K. must be contingent upon respect for the Agreement and preventing the return of a hard border. Period. House Foreign Affairs Committee- free trade agreement if Britain fails to uphold commitments with Northern Ireland.  6.61.96.5,
2020-09-17,"When I said I trust vaccines, and I trust the scientists, but I don't trust Donald Trump — this is what I meant: Jim AcostaTrump contradicts Redfield on when vaccine will be widely available saying of the CDC director: “I think he made a mistake when he said that. It’s just incorrect information.” Redfield estimated it could take 6-9 months to get public vaccinated.3.41.77.3",
2020-09-17,"We’ve lost nearly 200,000 Americans to COVID-19. It didn’t have to be this bad — but Donald Trump failed to do his job.1.52.814.1",
