date,text,hash_tags
2020-09-03,I feel safer than a Hiden Biden America. Took you 90 days or more to denounce the riots and looting. That’s would be a Biden administration. Let his democratic cities do what they want to do.116,
2020-09-03,No America needs to focus on overcoming COVID the opening the economy as well as the safe opening of schools then addressing racial issues while blocking the white supremacy.  That can only happen if this inept leaderless president is elected out24,
2020-09-03,"Devos is a vapid, uncaring, fake Christian who is only interested in lining her pockets.111",
2020-09-03,"If we give Donald Trump another four years in the White House, our planet may never recover. NYT ClimateThe Trump administration on Monday relaxed strict Obama-era standards for how coal-fired power plants dispose of wastewater laced with dangerous pollutants like lead, selenium and arsenic. https://nyti.ms/2Gad8Bj51.87.8",
2020-09-04,The governors are keeping schools closed.  POTUS wants them opened and is being attacked by the media.  Like when you attacked him for banning travel from China.  Try to keep up!4,
2020-09-04,"We need a president who will work to lower the temperature — not raise it. A president who will bring people together and find solutions to the challenges we face.That's what I went to Kenosha to do today, and it's what I'll do every day in the White House.4.49.34.6",
2020-09-04,Oh please.Who wrote this poetic nonsense for you .And you don't believe it as you've done nothing toward it in 47 years.,['#Trump202014']
2020-09-04,You e been a failure for 47 years Jim Crow Joe      .  3,
2020-09-04,"I would say that, in two months, we can end this madness and kick out of the the most corrupt and self-centered moron who has ever set foot in the WH.13",
2020-09-04,"You had 47 years to ""root out systemic racism and ensure justice finally rings out for all in America."" Nada. You used up your 'moment'. All talk, no action. Walk Away from the Democrat Party.5",
2020-09-04,That was pretty good today when the lady with your pre-approved question exposed you.14,
2020-09-04,"Please, tell me how you or any DEM has ever strived to bring this country together. Every one of you incite racism, hate, division, violence etc.... You are why this country is in such a dark place.GIF35",
2020-09-04,"Here ya go, man.13",
2020-09-04,Only 21 Jojo. You been leaching off tax payers longer than that. More like 40-45.11,
2020-09-04,Didn't you say you would shut them all down if you are elected?2,
2020-09-04,"No idiot. It’s because of the  World Health Organization and China! No one takes you seriously, tell your tweet writers to stop trying to make you look smart, impossible, whatever ",['#Clueless7']
2020-09-04,"Here’s my promise to you: If I have the honor of serving as the next commander in chief, I will ensure that our American heroes know that I will have their back and honor their sacrifice. Always. Jeffrey Goldberghttps://theatlantic.com/politics/archive/2020/09/trump-americans-who-died-at-war-are-losers-and-suckers/615997/…1.13.615.8",
2020-09-05,Well ladies and gentlemen there we have it. A commercial already prepared and ready to go the minute the story from the Atlantic went public. Interesting on this timing. Once again Politicians and the News Media think Americans are Stupid. Biden is old and feeble diversion needed12,
2020-09-05,Are you seriously cementing this lie into a campaign video?!  this is a long walk off a short pier for your campaign...GIF1,
2020-09-05,"Possibly, Joe...your fellow Democrat Mayors & Governors will probably shut everything down in their states if your buddy liberal, Marxist Dems tell them too!  Just remember, where there is no jobs, there is no business...& businesses move to states where there is Republicans!!1",
2020-09-05,"The entire Democrat campaign is now based solely off of lies.-""very fine people""-totally debunked. Watch the video-Now this- ""anonymous source"" that's been refuted by 7 public officials on the recordPoisonous campaigning4",
2020-09-05,"We need a President that won't go into a Church and Lie through his Teeth!! I kept waiting for you to catch fire in there anyways, but you had to add to it with all the lies!",
2020-09-05,"However, it was higher than anticipated. You personally have no idea about the jobs report. This is written by your staff. You cannot complete a sentence",
2020-09-05,SICKO22,
2020-09-05,In one tweet we are all doomed .In another tweet we are all dying .Then another we are killing blacks.Another the sky is falling .Yet another you hate fracking .Then another you like fracking.And EVERYTHING is Trumps fault .You are 100% delusional11,
2020-09-05,Fake news you got TRUMPED AGAIN.  Lier4,
2020-09-05,Lol. You’re a joke. And going to GitMo for treason.3,
2020-09-05,"Gloves off! Love it - about time! Now More More More!Now body over left foot, slight lean & a long overdue left upper cut.11",
2020-09-05,"Seriously Joe, you're just embarrassing yourself at this point. The only people who believe this lie are your supporters. You're not winning any votes here.4",
2020-09-05,Pathetic.11,
2020-09-06,So 2 of the 3 are already in full swing. Mask mandate? Good luck with that.2,
2020-09-06,You haven't dine anything in 47 years except flaunt your wealth2,
2020-09-06,Explain the part about containing the virus.  Please tell us how you plan to do that.11,
2020-09-06,"I prioritize the economy, Joe. Need to keep my job. I’m not sure you’d understand, since you never had one.3",
2020-09-06,"Wow.  You put this in quotes?  We’re I undecided, you just turned me. ",['#SayNoToJoe12']
2020-09-06,Hard pass! Good thing is : You will never be president either2,
2020-09-06,This from a man that hides in his basement.5,
2020-09-06,Who cares if he’s playing golf? How long were you in your basement hiding? Don’t be stupid.  ,"['#bidenhatesamerica', '#bidenhasdementia2']"
2020-09-06,Get back down in your basement.13,
2020-09-06,You’re such a joke.  Keep up the ridiculous tweets.  Congrats again on getting the endorsement from .000175% of the police officers.  Your family must be proud of you..   now more than ever!!12,['#trump2020']
2020-09-06,Shut up whomever is writing these tweets. Even Presidents get a flipping day off.15,
2020-09-06,Since this is not Joe Biden tweeting I would like to know what he plans on doing?13,
2020-09-06,"I’d love to see how you can constitutionally enforce masks, nationwide.....3117",
2020-09-06,Joe Biden has been hiding in his basement for months... condemns the president for going golfing once a month  real classy Joe.224,
2020-09-06,"If it was up to Joe Biden, we all would be speaking Chinese in 6 months or shot.18",
2020-09-06,Well after brokering peace in the Middle East I think he's earned a little me time. ,['#Trump2020110']
2020-09-06,The virus is ready controlled! People died of other causes and they counted them as CovidYou better get up to speed soon.23,
2020-09-06,There were backs to have in Bengazhi and you have never once honored their sacrifice.13,
2020-09-07,"then why do you hate capitalism & corporations, actually creates jobs, ppl work & are productive in a democracy? A progressive socialists, rewarding thugs & handing entitlements to non entitled doesn’t fit this comment. You either have dementia or you’re demented? You choose.3",
2020-09-07,R u kidding me! Your administration had the lowest amount of people in the work force in 5 decades.4,
2020-09-07,"Dont worry, the scandemic didn't work, and the next thing wont either. All the jobs will come back and more!2",
2020-09-07,Oh boy! Took you 47 years to come up with that?1,
2020-09-07,I’m a vet and I would pick Trump over a communist-democrat any day!4,
2020-09-07,"Yea, I remember all those service sector you created.2",
2020-09-07,I remember you got people killed in Libya6,
2020-09-07,"Wrong Joe.  Best economy in decades before Covid hit.  I’m confident he will do it again. So confident, he has my vote .14",
2020-09-07,We need to restore honor and decency to the White House.2.84.529.6,
2020-09-07,Economy was great until  and Democrats forced lockdowns and knelt to endorse riots2,
2020-09-07,"I choose 4 more  years of someone who tries and wins over 47 years of failed ""leadership"".2",
2020-09-07,These veterans support President Trump Ryan FournierThe fake news won’t show you this video.3:27172.5 3,
2020-09-07,"Have you been in a basement for the past 8 months?  The plandemic took the economy down, NOT TRUMP!  We see the Democrats for what they are...vile and evil.  You will loose Nov. 3rd!1",
2020-09-07,I'm from a huge military family and they're all pissed your using them to get elected. Every single one of them know this story is a pack of lies because they all saw how they were treated and abandoned under your admin. and how much better it is under Trump. Pound sand liar.156,
2020-09-07,"Wrong! He had the highest job rate until you demoNcrats released the CHINA virus. We all know Obama’s admin and Gates funded the Wuhan lab several years ago.  Nice try! The  isn’t working in your favor!  Hold your britches snowflakes, you have 4 more years of Trump!110",['#PLANDEMIC']
2020-09-07,Says the guy who got his incompetent son a 7 figure job with a  firm just to lobby his dad.  What is 's work product?18,"['#Chinese', '#HunterBiden']"
2020-09-07,Nope. Unemployment at 8.4 % and dropping. Was near 11% when he took office.24,
2020-09-07,Biden- What have you done in your 4 plus decades in Washington?I’ll tell you.Zippity Do Da23135,
2020-09-07,"It's a little early to predicting job numbers in 2024, isn't it, Joe?1111",
2020-09-07,"Hey Sleepy quid pro Joe, our greatest President ever, Donald J Trump, created more jobs and brought more jobs home from your Chinese money backers. You and the demonrats did nothing for working class citizens, only free money for lazy bums and illegals. You are a phony hypocrite34",
2020-09-07,Biden You only create wealth for your family not anyone else how dare you accuse Trump of helping his Wealthy associates while your family has benefited overwhelmingly from you being in office you hypocrite23,
2020-09-07,"The Obama/Biden economy was a complete failure, all 8 years. You have ZERO credibility and all Americans would suffer great economic peril under a Biden/Harris presidency!19",
2020-09-07,"Joe, you didnt type this. Cmon maan!5",
2020-09-07,Then why does your party enjoy taking our money.  put money in my pocket. You and Obama took it12,['#Trump2020']
2020-09-08,"That's why no one is voting for you, just saying!!!7",
2020-09-08,Big business’s answer to that will be to lay off workers and use computers/automation more. They’ll also move more production overseas. You’ll wind up hurting people who need those minimum wage jobs.16,
2020-09-08,Sure tell that to the Police Unions across the Country that will not be voting for you this time around.34,
2020-09-08,And plant a money tree in everyone’s back yard.And give everyone a unicorn with a butterfly garden in the stable. why don’t you just promise that the minimum annual salary is $1M?  like Hunter gets for doing nothing.11,
2020-09-08,Unions did NOT2,
2020-09-08,You had 8 years Joe. Oh and that other 40...2,
2020-09-08,"Sure Joe Trump War Room - Text TRUMP to 88022Earlier this year, Biden yelled at an autoworker, told him “you’re full of sh*t,” and insisted “I don’t work for you.” President Trump treats American workers with respect. He knows his job is to fight for them! .com 30.9 0:06 / 1:2916",['#LaborDaydonaldjtrump']
2020-09-08,Yeah... Go sit in a field with your mask on... See if that helps.3,
2020-09-08,Meaning everything will cost more money1,
2020-09-08,You sent all of our middle class union paying jobs to CHINA. C’mon man. You’re a disgrace to this great nation.2,
2020-09-08,"You and Barry had EIGHT YEARS to do this... if you didn’t get it done then, how is now any different?????3",
2020-09-08,"47 years in office, 8 as Veep and couldn’t get anything meaningful accomplished. On the wrong side of every policy, proponent of segregation. Your words mean nothing to America. Time to retire.2",
2020-09-08,Then you absolutely cannot step foot in the White House! You have repeatedly lied!!!,['#TRUMP2020ToSaveAmerica3']
2020-09-08,We did. Happened the day you and Obama departed the White House.3,
2020-09-08,"Joe, here's the deal.  YOU are responsible for the way the country is Right Now.  You've been in or next to the driver's seat for 47 years.  Having caused it, I just don't think you're the guy to fix it, y'know?  C'mon, man.4320",
2020-09-08, EXACTLY WHY I’m voting for !!!!  ,"['#KAG2020', '#Trump2020Landslide13']"
2020-09-08,Why haven’t we heard this till now? You’ve been in politics for 50 years!36,
2020-09-08,.UNIONS? Seriously? The Unions have PARALYZED so many businesses & middle class. THEY &  ARE THE PROBLEM with middle class.2,
2020-09-08," Do not allow ""donald"" to blame China anymore>these are the facts after everything was out in the open<also> S Korea vs. US Facts Gross incompetence. Dates & Lies not including golf days/rally days. This is what he was saying as it spread across Our Nation. AmericanPeopleVsTrump ® -300 Colleges/Universities closed2-Major League Sports Shut Down3-Joe Biden Addressed Nation Mar 124-Bernie Sanders Add. Nation5-Finally Last In Line so-called president>addresses the Nation after months of lies & Failure  12",['#Resist1']
2020-09-08,At least he does his own tweets. What about you???3,
2020-09-09,America had 47 years to know you and we’re not impressed!14,
2020-09-09,Obama's economy worked well for Hunter Biden.4,
2020-09-09,Disgusting criminals every single one of you.11,
2020-09-09,"Yeah us ""working class"" really hate the tax cuts, lower gasonline costs, and wage increases. It really sux.3",
2020-09-09,"If she knows you so well, I suppose we should believe her when she says you are a supporter of segregationists, and that she believes four women who made allegations against you for sexual assault. Right Joe?15",
2020-09-09,This is why Kamala called you a racist and Obama called you a moron. Thanks for confirmation. 3,
2020-09-09,Kamala told you exactly who you are at the primary debates....4,
2020-09-09,"It was working great for me, I almost had to close in April 2016 under your administration, I heard  was running I hung in there I’ve doubled my income every year since he’s been  !5",
2020-09-09,https://forbes.com/sites/michelatindera/2020/05/06/here-are-the-billionaires-backing-joe-bidens-presidential-campaign/… &  https://businessinsider.com/kamala-harris-more-billionaire-donors-than-any-other-democratic-candidate-2019-11?op=1… you mean these wealthy friends joe?Here Are The Billionaires Backing Joe Biden’s Presidential CampaignThe former vice president received more donations in March from America’s ultrawealthy—including Netflix's Reed Hastings and Miami developer Jorge Perez—than in any previous month of his campaign.forbes.com23,
2020-09-09,"BULLSHIT! My wife and I are buying our first house. We both are/were making more money than we have our entire lives and people are/were working. That is, until your Democrat cronies and buddies in China released this damn virus on us. Where's the cure Joe?1215",
2020-09-09, Aggressive pandering alert 112,
2020-09-09,"Every one of the unemployment rates in Dec-Jan 2020 before the Chinese attacked us with a deadly virus is far better than what you had under the incompetent Community Organizer:White: 3.1%Black:  5.9%Asian:  2.5%Hispanic: 4.3%Blame the Chinese, 'Plugs"". They are at fault.12",
2020-09-09,Yes we do! Vote Blue!22,
2020-09-09,Well that’s embarrassing.15,
2020-09-09,So what you're saying is when Kamala called you a racist and assaulter of women it's because she knows you best?Huh.24,
2020-09-09,So its a popularity contest? How about a results contest?13,
2020-09-09,I don’t want to be in a Union17,
2020-09-09,I’m middle class and it’s working good for me. Under President Trump my take home pay increased by $100.00 per pay. That’s more than the 8 years under you and obummer. And I owe less in taxes at the end of the year. America can’t afford your policies as they just don’t work.1524,
2020-09-10,That’s why I am voting Donald J Trump 11,
2020-09-10,Got it thanks!6,
2020-09-10,So you’re discussing how you can appropriate President Trumps platform since 2016. Got it.      .  12,
2020-09-10,"I’m in Warren, Michigan, to discuss how a Biden-Harris administration will ensure the future is made in America — by America’s workers. Tune in now:Joe Biden·27.4 0:02 / 37:15Joe BidenI’m in Warren, Michigan, to discuss how a Biden-Harris administration will ensure the future is made in America — by America’s workers. Tune in now:pscp.tv3.43.51.3",
2020-09-10,But I thought facts came before truth?3,
2020-09-10,Biden - the plagiarist president118,
2020-09-10,So after 47 years in DC you're gonna do something different?214,
2020-09-10,You’ve lied so much for so long even Johnny Carson called you out.316,
2020-09-10,"Who invented the light bulb Joe?Were you ever arrested?Did you come in first in your class in Law School?Where's Hunter.Your turn to tell the truth, and go . . . .5",
2020-09-10,That's why we elected him3220,
2020-09-10,"You said you wouldn’t lie Andrew Cuomo ordered Covid-19 patients into nursing homes up until May 10th.4 other Dem Governors followed suit.  Was this planned as a talking point against Trump?  Your party killed people for political gain?Gov. Cuomo's controversial order requiring nursing homes to admit COVID-19 patients was reportedly...Cuomo's March 25 order requiring adult care facilities to admit COVID-19-positive patients was apparently deleted, amid more than 5,800 deaths.msn.com16",
2020-09-10,FBI crime stats table 43!111,
2020-09-10,"Always tell the truth?  You and the truth haven't crossed paths in over 45 years, Joe.  You wouldn't recognize him now.148",
2020-09-10,"You’re losing this war, Joe. Go to bed.9163",
2020-09-10,So why did China give Hunter over a billion of funds to manage despite having zero experience in the field ?Truth Please167111,
2020-09-10,It’s still not working Joe.  But at least he didn’t put our grandma in a senior care facility. Only the Dems do that.122,
2020-09-10,"If Donald Trump had acted just two weeks earlier, 54,000 lives could have been spared in March and April alone. Instead, he downplayed the threat and refused to take action — costing lives and sending our economy into a tailspin.It’s an unjustifiable dereliction of duty.12.39.2",
2020-09-11,Mark your Calendar...start the fire pit!34,
2020-09-11,We deserve a president who isn’t senile and who is actually doing things! You had 8 years and you BLEW IT! Isn’t it nap time old man?3,
2020-09-11,Yeah that psychological warfare doesn't work on us.Trump 2020 3,
2020-09-11,"A little higher Joe, we can still see your eyes.3",
2020-09-11,Love it Joe! Don’t you hate when the old stuff gets recirculated.36,
2020-09-11,"Well, that won’t be you. Go back to China.5",
2020-09-11,"Joe, with all sincerity you are paying your Tweet writer way too much.3",
2020-09-11,"Yeah. History lesson. In February all you and your party were talking about was John Bolton, and hanging out in Chinatown. 15",
2020-09-11,"Hey it’s Thursday and Biden is caught lying again. Andrew ClarkBiden lied on CNN today and claimed he was ""against NAFTA"" after he voted for it in 1993. But here's a clip of Biden in *2007* still defending NAFTA, saying it did not ""aggrieve"" him and that it was not a ""problem.""144",
2020-09-11,YES!!  THERE IS NO TIME TO WASTE!115,
2020-09-11,You wear a mask. You're a frightened old man.22,
2020-09-11,I am your overlord.  Do as I command.   Very creepy.  Very scary.  No thanks.116,
2020-09-11,"Your PR guy was just on wih Brett trying to say you didn't call Trump a xenophobe for stopping the flights from China, and here you are, in an old tweet, calling him a xenophobe for the  travel ban. Can't make this stuff up...234",
2020-09-11,"It seems,  that some of your Antifa supporters have set the fires out west.  I don’t think that has anything to do with your bogus climate change argument.  You might want to talk to your terrorist friends.  ","['#QuidProJoe', '#MAGA2020LandslideVictory1']"
2020-09-11,Ok tell us the truth about your Health Joe. Come on sleepy practice what you preach113,
2020-09-11,"You are the Trojan horse. We are NOT voting for you. Unlike some, we have learned from our history ",['#History5']
2020-09-11,He should have arrested the Democrat mayors and governors?18,
2020-09-11,There's no way you can be qualified to become president when you don't even understand how the National Guard is funded14,
2020-09-12,Hillary warned us.  Trump is Putin's puppet.   and  are also.15,
2020-09-12,Remember that Joe. Spirits unbowed by those who strike against them. ,['#Trump2020LandslideVictory1']
2020-09-12,Thank you for your humble leadership and your deep connection to faith that will be needed to heal a broken nation. I will be working the phones for you tomorrow. Blessings.4,
2020-09-12,"Washington DC is letting the ""Left Coast"" burn to the ground.  America is so broken.4",
2020-09-12,"I wonder why there was this video of you crossing yourself instead of a video of the 9/11 memorial,   — just curious.  ","['#QuidProJoe', '#September1116']"
2020-09-12, told Obama NOT to take Bin Laden out???? do you think we have dementia? you said  shouldn't take out Suleimani. for those of us who are   - you shame our nation.12,"['#BasementBiden', '#AmericaFirst', '#NeverForget']"
2020-09-12,Moron.  Would someone please stick a fork in this guy? He’s done. It’s September 11th and I can already hear the music...... “turn out the lights the party’s over”! 5,
2020-09-12,Results of 2020 Nat. Youth Tobacco survey:High school: From 27.5% to 19.6% is a 28.7% dropMiddle school: From 10.5% to 4.7% is a 55.2% dropno need for flavor bans...likely that T21 had an effect125,
2020-09-12,You've been downplaying the looting and violence. You and Obama down played H1N1 &  didn't do a damn thing until 60 million Americans had been infected which was 6 months you asshats sat on your thumbs. So just Sit this one out Joe.GIF112,
2020-09-12,Trump/Republicans and their Maga supporters are one of three things:1. The most Racist2. The dumbest 3. The Most Corrupt129,
2020-09-12,"In 45 mths, Trump has brought peace between Israel, UAE-Bahrain, Kosovo & Serbia, eradicated ISIS, stopped Iranian threats, ended the Mideast chaos & wars that Obama, Biden & Bush started. In 47 yrs, all Biden has done is help his brothers & son get rich from foreign countries.3511",
2020-09-12,"As a nation, we must never forget those we lost on 9/11 and the incredible bravery of our first responders. Though the wounds of that day will never fully heal, the spirit of Americans recovered as it always does — unbowed by the efforts of those who strike against it.2.89.24.2",
2020-09-13,"We’re good, now go change into your jammies, it’s past your bedtime2",
2020-09-13,"You’re right we do. Trump and Pence 2020! Gonna send it for 4 more years. Silent majority, isn’t gonna be so silent3",
2020-09-13,You mean the  that mysteriously end at the Canadian border? Interesting how “climate change” ends at the border...13,['#ArsonFires']
2020-09-13,"Don't vote for this lying, beady eyed bastard.   ","['#BidenDementia', '#MAGA', '#Trump2020Landslide24']"
2020-09-13,"UMM......YOU ARE TAKING MONEY FROM GEORGE SOROS BLM AND ANITFA? HARRIS GOT WHERE SHE IS BECAUSE OF HER RACE AND GENDER? I RATHER THE AMERICA WHERE WE RESPECT OUR FLAG, OUR COUNTRY AND OUR ALL IN UNIFORM! GOD BLESS PRESIDENT TRUMP 2016-2024!  2",
2020-09-13,"True! When Donald Trump gives his word, he means it. You on the other hand, say stuff depending on which group you’re talking to. You’re a master at telling people whatever they want to hear. You Flip-flop on every single issue!6",
2020-09-13,"A demented old corrupt politician and a political prostitute. What's your slogan donate 20.00 bucks ""we love you long time""?      ","['#walkaway', '#votedemout', '#Trump2020LandslideVictory', '#YouAintBlackBiden', '#HillaryForPrison', '#CannonHinnant', '#sayhisname21']"
2020-09-13,"The science is clear, and deadly signs like the fires out West are unmistakable — climate change poses an existential threat to our way of life.We must act now to avoid a future defined by tragedies like the one American families are enduring today.Joe Biden for President: Official Campaign Website Statement by Vice President Joe Biden on the...As devastating wildfires continue to rage across California, Oregon, Washington, and throughout the West, Jill and I are keeping everyone affected by this disaster in our prayers. To the families who...joebiden.com4.172.4",
2020-09-13,"We Already Have The Greatest President Ever, Who Works For  The Best Interest Of Everyday Americans And He Does It All For FREE. He Takes NO PAY To Do What Is Right For Our Country Where You Have Gotten Rich By Screwing Over Our Citizens And Selling Out The USA For Five Decades !12",
2020-09-13, you don’t even know what you mean17,
2020-09-13,OMG this is a joke right?  YOU HAVE LIED YOUR ENTIRE CAREER!   HAS KEPT EVERY PROMISE AND THEN SOME!  He put us back in SPACE which you will take away just like Obama did. So please....GTFOH!GIF310,
2020-09-13,"Trump has been doing this for 4 years, we don't need or want you we have Trump.14",
2020-09-13,You people are so freaking clueless you're the ones that are causing this shit.13,
2020-09-14,"You, The Johns Hopkins Center for Health Security, World Economic Forum, and Bill & Melinda Gates Foundation and so many more are complicit in the deaths that you project onto  You REALLY thought that We The People would think that this was just a coincidence?5",
2020-09-14,Weapons of war have no place in our communities.We need to ban assault weapons and high-capacity magazines.3.63.720.4,
2020-09-14,"OMG, you people. You have nothing negative to say about Trump pre-Covid. So you start your arguments about Trump numbers after February 2020. So predictable. You don’t care about American citizens, you care about POWER! 3",
2020-09-14,He does live in his basement22,
2020-09-14,And leave us defenseless? Hell no.33,
2020-09-14,Joe can barely stay awake as it is. He could barely grunt the other day. He’s not writing his tweets either+probably doesn’t even look at the replies. Does Joe even know he has a Twitter account?13,
2020-09-14,Goof..w an earpiece & teleprompter makes me somewhat coherent. I have fooled everyone for months... has elderly abuse issues.15,
2020-09-14,Statistically those bans did nothing.19,
2020-09-14,"...you’ll take on NRA?You can’t even take on a teleprompter,...can’t put on a mask without help!...aren’t orientated to person, place, time!How the hell can you do any of the things you say, especially NOW! You’ve had 47 YEARS OF CHANCES! NO MORE! ",['#KAGGIF4943']
2020-09-14,I'd rather get a colonoscopy live on the Jumbo Tron in the middle of Time Square while chewing on a mouth full of glass.151887,
2020-09-14,This is the .   Dems have encouraged the  and  thugs and let them out after they get arrested to re-offend.  They now feel they can get away with anything now as the media covers for them and the Dems say nothing. This is on you.13,"['#bidenbase', '#BLM', '#antifa']"
2020-09-14,Says man who can't answer questions from press without a teleprompter. Who spends his days basically hiding out. You and Obama allowed enemies of America to walk all over us! You apology tour caused world to laugh at us!  made sure we're respected again328,
2020-09-15,"Looting, rioting!211",
2020-09-15,"Yeah, all the green energy is working great in California.. their constituents are without A/C during a historic heat wave due to these type of policies.5",
2020-09-15,Climate change has been going on since the dawn of time. The once lush grasslands of the Sahara is now driest place on earth. Antarctica was a tropical paradise now the coldest place on earth. You cannot stop nature. Only a fool believes otherwise.2,
2020-09-15,So after 47 years you can just not be concerned where you have to make an occasional appearance. And smell the sweet air of permanent retirement. What on earth will your wife do? Watch you sleep?3,
2020-09-15,"You have to define weapons of war, because guns, revolvers, and rifles, automatic or not are not weapons of war...112",
2020-09-15,cold dead hands11,
2020-09-15,Till you can finally retire111,
2020-09-15,I can’t wait! ,"['#Trump2020', '#PromisesMadePromisesKept11']"
2020-09-15,"A 2°F difference in average global temperatures over the past several decades didn’t start these fires Joe, arsonists did.And they ain’t causing em to spread either, bad forestry management is.Way to lost the college educated vote there, Joe! 1216",
2020-09-15,"Arson! Keep up! Antifa/BLM should have updated you!Man arrested, suspected of lighting fires in Marin CountyNOVATO (BCN) — A 55-year-old transient was arrested Monday evening on suspicionof multiple counts of arson, Novato police said. Officers joined the Novato Fire Protection District in respondi…kron4.com25",
2020-09-15,We called it. You are so predictable that we called it: climate change was going to be the new hoax.5129,
2020-09-15,You and your thugs are what’s actually threatening our suburbs. Wildfires. Floods. Hurricanes having nothing to do with it.We need to vote for Trump! That is all. Donald J. Trump for PresidentHelp continue our promise to Make America Great Again!donaldjtrump.com12,
2020-09-15,Y’all paying rioters to burn our cities down that isn’t working out for y’all. So now y’all are burning down the forest how much does that cost y’all. What is next.27,
2020-09-15,Joe Biden doesn’t know what year it is.  Someone give Joe his strained carrots and tuck him in bed .119,
2020-09-15,You are focused on fake science as the root to America's problems.213,
2020-09-16,"Donald Trump not only suggested we sell or trade Puerto Rico — but he also left our fellow Americans without the resources they desperately needed after Hurricane Maria. It's unacceptable.As president, I'll support the island's full recovery and invest in its people and future.8.129.6",
2020-09-16,"This is what the onset of Alzheimer’s looks like. Francis BrennanThis is just sad, Joe Biden doesn't seem to know what's going on here.0:119.8 1",
2020-09-16,"Time for a nap, Joe?3",
2020-09-16,Pandering to Hispanics again ?3,
2020-09-16,No crowd3,
2020-09-16,Hispanics don’t want socialism. Joe does. Vote Trump !2,
2020-09-16,Wait I thought you were there to honor Veterans?  Joe are you forgetting things again?2,
2020-09-16,"This is what the onset of Alzheimer’s looks like. Francis BrennanThis is just sad, Joe Biden doesn't seem to know what's going on here.9.8 0:04 / 0:161",
2020-09-16,"We all heard the remarks, you sound like the clown you are!2",
2020-09-16,"Why did Trump have bigger crowds than YOU at YOUR rally in Florida?Where are your supporters?Here in Delaware I don’t hear anyone excited about you as president.A lot of people fear your leadership, nobody is enthusiastic about it. Except people named Biden.3",
2020-09-16,Hey Joe I saw you get off your plane and wave to an empty field earlier. Can we talk about that?2,
